assessment_id,scope_item_id,N2O,CO2,CH4,Other,total
4072,14,,,,,0
4072,15,,,,,0
4072,16,,,,,98
4072,17,,,,,0
4072,18,,,,,0
4072,19,,,,,0
4072,20,,,,,0
4072,21,,,,,0
"4072,22,,,,,""160,8"""
4072,23,,,,,0
4073,1,3,1075,0,0,1078
4073,2,1,136,1,0,138
4073,3,0,0,0,0,0
4073,4,0,0,0,0,0
4073,5,0,0,0,0,0
4073,6,,,,,58
4073,7,,,,,
4073,8,,,,,203
4073,1,15,1302,3,0,1320
4073,2,1,144,0,0,145
4073,3,0,0,0,0,
4073,4,0,0,0,0,
4073,5,0,0,0,0,
4073,6,,,,,61
4073,7,,,,,
4073,8,,,,,296
4074,1,10,3395,0,0,3405
4074,2,6,687,1,0,694
4074,3,0,0,0,0,0
4074,4,0,0,0,90,90
4074,5,0,0,0,0,0
4074,6,,,,,785
4074,7,,,,,0
4074,8,,,,,1040
4074,9,,,,,1540
4074,10,,,,,4657
4074,11,,,,,355
4074,12,,,,,0
4074,13,,,,,29
4074,14,,,,,0
4074,15,,,,,0
4074,16,,,,,0
4074,17,,,,,0
4074,18,,,,,0
4074,19,,,,,0
4074,20,,,,,0
4074,21,,,,,0
4074,22,,,,,2435
4074,23,,,,,0
4077,1,1,460,0,0,461
4077,2,0,24,0,0,24
4077,3,0,0,0,0,0
4077,4,0,0,0,658,658
4077,5,0,0,0,0,0
4077,6,,,,,34
4077,7,,,,,
4077,8,,,,,77
4077,1,8,703,2,0,713
4077,2,0,23,0,0,23
4077,3,0,0,0,0,
4077,4,0,0,0,0,
4077,5,0,0,0,0,
4077,6,,,,,36
4077,7,,,,,
4077,8,,,,,145
"4079,1,""8,31"",3187,""0,051"",0,""3195,361"""
"4079,2,""20,38"",2414,""0,951"",0,""2435,331"""
4079,3,0,0,0,0,0
"4079,4,0,0,0,""71,4"",""71,4"""
4079,5,0,0,0,0,0
4079,6,,,,,2035
4079,7,,,,,0
"4080,1,0,""196,437"",0,0,""196,437"""
"4080,2,0,""21,487"",0,0,""21,487"""
4080,3,0,0,0,0,0
"4080,4,0,""4,508"",0,0,""4,508"""
4080,5,0,0,0,0,0
"4080,6,,,,,""172,326"""
"4080,7,,,,,""80,478"""
"4080,8,,,,,""37,366"""
"4080,9,,,,,""780,596"""
"4080,10,,,,,""651,67"""
"4080,11,,,,,""4,321"""
"4080,12,,,,,""18,906"""
"4080,22,,,,,""711,004"""
"4080,23,,,,,""296,01"""
"4082,1,0,""182,30652"",0,0,""182,30652"""
"4082,2,0,""121,88029"",0,0,""121,88029"""
4082,3,0,0,0,0,0
"4082,4,0,""2,4435"",0,0,""2,4435"""
4082,5,0,0,0,0,0
"4082,6,,,,,""64,5884871"""
"4082,7,,,,,""24,787785"""
"4082,8,,,,,""34,72577"""
"4082,9,,,,,""199,399177"""
"4082,10,,,,,""703,4428"""
"4082,11,,,,,""28,154553"""
"4082,13,,,,,""45,3921898"""
"4082,22,,,,,""800,176643"""
"4082,23,,,,,""333,135"""
"4082,1,0,""167,33636"",0,0,""167,33636"""
"4082,2,0,""124,77459"",0,0,""124,77459"""
4082,3,0,0,0,0,
"4082,4,0,""3,12768"",0,0,""3,12768"""
4082,5,0,0,0,0,
"4082,6,,,,,""86,45218344"""
"4082,7,,,,,""25,0552698"""
"4082,8,,,,,""31,8427397"""
"4082,9,,,,,""232,421088"""
"4082,10,,,,,""719,928243"""
"4082,11,,,,,""13,477421"""
"4082,13,,,,,""46,3594374"""
"4082,22,,,,,""844,168523"""
"4082,23,,,,,""351,45"""
4083,1,0,0,0,0,0
4083,2,73,9085,4,44,9206
4083,3,0,0,0,0,0
4083,4,0,0,0,50,50
4083,5,0,0,0,0,0
4083,6,,,,,3002
4083,7,,,,,0
4083,8,,,,,2680
4083,9,,,,,8
4083,10,,,,,6740
4083,11,,,,,27796
4083,22,,,,,853
"4084,1,""0,03"",""6,25"",""0,01"",0,""6,29"""
"4084,2,""0,19"",""22,88"",""0,02"",0,""23,09"""
4084,3,0,0,0,0,0
"4084,4,0,0,0,""31,66"",""31,66"""
4084,5,0,0,0,0,0
"4084,6,,,,,""1561,61"""
"4084,7,,,,,""817,89"""
4085,1,0,536191,0,0,536191
4085,2,0,4732,0,0,4732
4085,3,0,1203127,0,0,1203127
4085,4,0,0,0,0,0
4085,5,0,0,0,0,0
4085,6,,,,,9699
4085,7,,,,,
4086,1,7,624,2,0,633
4086,2,0,35,0,0,35
4086,3,0,0,0,0,0
4086,4,0,0,0,120,120
4086,5,0,0,0,0,0
4086,6,,,,,387
4086,7,,,,,861
4086,8,,,,,358
"4086,13,,,,,""313,164"""
4086,22,,,,,2811
"4087,1,0,""7986,6"",0,0,""7986,6"""
"4087,2,0,""104,6"",0,0,""104,6"""
4087,3,0,0,0,0,0
"4087,4,0,""712,4"",0,0,""712,4"""
4087,5,0,0,0,0,0
"4087,6,,,,,""2521,7"""
4087,7,,,,,
4087,1,0,0,0,0,
4087,2,0,0,0,0,
4087,3,0,0,0,0,
4087,4,0,0,0,0,
4087,5,0,0,0,0,
4087,6,,,,,
4087,7,,,,,
4088,1,2,429,1,0,432
4088,2,2,301,0,0,303
4088,3,0,0,0,0,0
4088,4,0,0,0,122,122
4088,5,0,0,0,0,0
4088,6,,,,,216
4088,7,,,,,0
4088,8,,,,,270
4088,9,,,,,2354
4088,10,,,,,2461
4088,11,,,,,13
4088,12,,,,,585
4088,13,,,,,6
4088,14,,,,,0
4088,15,,,,,0
4088,16,,,,,0
4088,17,,,,,0
4088,18,,,,,0
4088,19,,,,,0
4088,20,,,,,0
4088,21,,,,,0
4088,22,,,,,2885
4088,23,,,,,59
"4089,1,62,23754,""0,373"",0,""23816,373"""
4089,2,28,3431,2,0,3461
4089,3,13356,237161,0,0,250517
4089,4,136,0,0,0,136
4089,5,0,0,0,0,0
4089,6,,,,,83078
4089,7,,,,,0
"4090,1,""1,7"",""119,9"",""0,1"",0,""121,7"""
4090,2,0,0,0,0,0
4090,3,0,0,0,0,0
"4090,4,0,0,""3,8"",30,""33,8"""
4090,5,0,0,0,0,0
4090,6,,,,,5738
4090,7,,,,,2559
4090,1,0,162,0,0,162
4090,2,0,0,0,0,0
4090,3,0,0,0,0,0
4090,4,0,0,0,234,234
4090,5,0,0,0,0,0
4090,6,,,,,6527
4090,7,,,,,2379
"4092,1,""5,07"",""480,12"",30,0,""515,19"""
"4092,2,0,0,0,""25,8"",""25,8"""
4092,3,0,0,0,0,0
4092,4,0,0,0,0,0
4092,5,0,0,0,0,0
"4092,6,,,,,""90,7"""
4092,7,,,,,0
"4092,8,,,,,""135,2"""
4092,9,,,,,87
"4092,10,,,,,""94,3"""
"4092,11,,,,,""7,9"""
4092,12,,,,,0
"4092,13,,,,,""50,2"""
4092,16,,,,,0
4092,17,,,,,0
"4092,22,,,,,""383,7"""
4095,1,0,2901,0,0,2901
4095,2,0,225,0,0,225
4095,3,0,0,0,0,0
4095,4,0,79,0,0,79
4095,5,0,0,0,0,0
4095,6,,,,,541
4095,7,,,,,
4097,1,0,2,0,0,2
4097,2,494,54646,21,0,55161
4097,3,0,0,0,0,0
4097,4,0,0,0,9476,9476
4097,5,0,0,0,0,0
4097,6,,,,,4260
4097,7,,,,,0
4097,1,0,52,0,0,52
4097,2,416,51831,24,0,52271
4097,3,0,0,0,0,0
4097,4,29990,0,0,0,29990
4097,5,0,0,0,0,0
4097,6,,,,,6417
4097,7,,,,,0
4098,1,0,19,0,0,19
4098,2,88,9786,4,0,9878
4098,3,0,0,0,0,0
4098,4,0,0,0,0,0
4098,5,0,0,0,0,0
4098,6,,,,,206
4098,7,,,,,0
4098,1,0,40,0,0,40
4098,2,61,7562,3,0,7626
4098,3,0,0,0,0,0
4098,4,0,0,0,18,18
4098,5,0,0,0,0,0
4098,6,,,,,202
4098,7,,,,,0
"4099,1,0,""193,179"",0,0,""193,179"""
"4099,2,0,""206,498"",0,0,""206,498"""
4099,3,0,0,0,0,0
"4099,4,0,""4,143"",0,0,""4,143"""
4099,5,0,0,0,0,0
"4099,6,,,,,""67,612"""
4099,7,,,,,0
"4099,8,,,,,""36,746"""
"4099,9,,,,,""137,878"""
"4099,10,,,,,""860,565"""
"4099,11,,,,,""15,005"""
"4099,13,,,,,""14,543"""
"4099,22,,,,,""677,713"""
"4099,23,,,,,""282,15"""
4105,1,5,1789,0,0,1794
4105,2,2,213,1,0,216
4105,3,0,0,0,0,0
4105,4,0,0,0,271,271
4105,5,0,0,0,0,0
4105,6,,,,,186
4105,7,,,,,
4105,8,,,,,340
4105,12,,,,,40
4105,1,0,2018,0,0,2018
4105,2,0,269,0,0,269
4105,3,0,0,0,0,
4105,4,0,0,0,355,355
4105,5,0,0,0,0,
4105,6,,,,,432
4105,7,,,,,
"4107,1,0,""5294,33"",0,0,""5294,33"""
"4107,2,0,""1569,26"",0,0,""1569,26"""
4107,3,0,0,0,0,0
4107,4,0,0,0,0,0
"4107,5,0,""100,16"",0,0,""100,16"""
"4107,6,,,,,""836,79"""
"4107,7,,,,,""308,29"""
"4107,11,,,,,""7128,34"""
4109,1,0,151,0,0,151
4109,2,0,244,0,0,244
4109,3,0,0,0,0,0
4109,4,0,243,0,0,243
4109,5,0,0,0,0,0
4109,6,,,,,853
4109,7,,,,,337
4109,8,,,,,403
4109,9,,,,,13483
4109,10,,,,,2780
4109,11,,,,,45
4109,12,,,,,2931
4109,13,,,,,554
4109,16,,,,,1008
4109,22,,,,,1863
4109,1,0,131,0,0,131
4109,2,0,254,0,0,254
4109,3,0,0,0,0,0
4109,4,0,133,0,0,133
4109,5,0,0,0,0,0
4109,6,,,,,796
4109,7,,,,,292
4109,8,,,,,380
4109,9,,,,,14242
4109,10,,,,,3190
4109,11,,,,,45
4109,12,,,,,2952
4109,13,,,,,710
4109,14,,,,,0
4109,15,,,,,0
4109,16,,,,,1334
4109,17,,,,,0
4109,18,,,,,0
4109,19,,,,,0
4109,20,,,,,0
4109,21,,,,,0
4109,22,,,,,0
4109,23,,,,,1863
4110,1,0,10865,0,0,10865
4110,2,0,8563,0,0,8563
4110,3,0,0,0,0,0
4110,4,0,3010,0,0,3010
4110,5,0,0,0,0,0
4110,6,,,,,14714
4110,7,,,,,3148
4110,8,,,,,0
4110,9,,,,,2996
4110,10,,,,,0
4110,11,,,,,2210
4110,12,,,,,15607
4110,13,,,,,12252
4110,1,0,13411,0,0,13411
4110,2,0,9704,0,0,9704
4110,3,0,0,0,0,0
4110,4,0,2580,0,0,2580
4110,5,0,0,0,0,0
4110,6,,,,,17476
4110,7,,,,,3030
4110,8,,,,,0
4110,9,,,,,6954
4110,10,,,,,0
4110,11,,,,,3542
4110,12,,,,,16221
4110,13,,,,,14261
"4111,1,0,""277,875"",0,0,""277,875"""
"4111,2,0,""177,978"",0,0,""177,978"""
4111,3,0,0,0,0,0
"4111,4,0,""25,058"",0,0,""25,058"""
4111,5,0,0,0,0,0
"4111,6,,,,,""172,155"""
4111,7,,,,,0
"4111,8,,,,,""52,857"""
"4111,9,,,,,""298,235"""
"4111,10,,,,,""1003,434"""
"4111,11,,,,,""20,451"""
4111,12,,,,,0
"4111,13,,,,,""104,442"""
4111,14,,,,,0
4111,15,,,,,0
4111,16,,,,,0
4111,17,,,,,0
4111,18,,,,,0
4111,19,,,,,0
4111,20,,,,,0
4111,21,,,,,0
"4111,22,,,,,""1258,465"""
"4111,23,,,,,""434,115"""
"4111,1,0,""132,371"",0,0,""132,371"""
"4111,2,0,""136,996"",0,0,""136,996"""
4111,3,0,0,0,0,0
"4111,4,0,""93,409"",0,0,""93,409"""
4111,5,0,0,0,0,0
"4111,6,,,,,""351,731"""
4111,7,,,,,0
"4111,8,,,,,""24,054"""
"4111,9,,,,,""178,921"""
"4111,10,,,,,""1238,194"""
"4111,11,,,,,""34,862"""
4111,12,,,,,0
"4111,13,,,,,""176,768"""
4111,14,,,,,0
4111,15,,,,,0
4111,16,,,,,0
4111,17,,,,,0
4111,18,,,,,0
4111,19,,,,,0
4111,20,,,,,0
4111,21,,,,,0
"4111,22,,,,,""1303,796"""
"4111,23,,,,,""405,513"""
4112,1,0,0,0,0,0
4112,2,0,899,0,0,899
4112,3,0,0,0,0,0
4112,4,0,0,0,0,0
4112,5,0,0,0,0,0
4112,6,,,,,387
4112,7,,,,,0
4112,8,,,,,574
4112,9,,,,,262
4112,10,,,,,369
4112,13,,,,,0
4112,1,0,0,0,0,
4112,2,0,0,0,0,
4112,3,0,0,0,0,
4112,4,0,0,0,0,
4112,5,0,0,0,0,
4112,6,,,,,0
4112,7,,,,,
4112,9,,,,,48
4112,13,,,,,1
"4113,1,""10,8"",""1096,9"",""63,8"",0,""1171,5"""
"4113,2,""2,8"",""156,9"",""2,7"",0,""162,4"""
"4113,3,0,""8,6"",0,0,""8,6"""
"4113,4,0,""0,4"",0,0,""0,4"""
4113,5,0,0,0,0,0
"4113,6,,,,,""2117,8"""
4113,7,,,,,0
"4113,8,,,,,""31,6"""
"4113,1,""13,5"",""1402,6"",80,0,""1496,1"""
"4113,2,""2,6"",""187,5"",""4,6"",0,""194,7"""
"4113,3,0,""3,8"",0,0,""3,8"""
"4113,4,0,""0,5"",0,0,""0,5"""
4113,5,0,0,0,0,0
"4113,6,,,,,""3043,6"""
4113,7,,,,,0
4113,8,,,,,341
"4114,1,""56,28"",""4736,96"",""12,71"",0,""4805,95"""
"4114,2,""5,17"",""643,79"",""0,29"",0,""649,25"""
4114,3,0,0,0,0,0
"4114,4,0,0,0,""651,98"",""651,98"""
4114,5,0,0,0,0,0
4114,6,,,,,634
4114,7,,,,,0
4114,8,,,,,1246
"4116,1,""2,395463781"",""484,725192"",""1,92665312"",0,""489,0473089"""
"4116,2,""43,5768192"",""4824,54384"",""1,826525914"",0,""4869,947185"""
4116,3,0,0,0,0,0
"4116,4,0,0,0,""125,67568"",""125,67568"""
4116,5,0,0,0,0,0
"4116,6,,,,,""1587,626869"""
4116,7,,,,,0
4116,8,,,,,0
4116,9,,,,,0
4116,10,,,,,0
4116,11,,,,,0
4116,12,,,,,0
4116,13,,,,,0
4116,14,,,,,0
4116,15,,,,,0
"4116,16,,,,,""2987807,182"""
4116,17,,,,,0
4116,18,,,,,0
4116,19,,,,,0
4116,20,,,,,0
4116,21,,,,,0
4116,22,,,,,0
4116,23,,,,,0
"4116,1,""4,115657847"",""791,843864"",""0,61025352"",0,""796,5697754"""
"4116,2,""51,0568222"",""5652,48928"",""2,20774036"",0,""5705,753843"""
4116,3,0,0,0,0,0
"4116,4,0,0,0,""525,199"",""525,199"""
4116,5,0,0,0,0,0
"4116,6,,,,,""1784,253373"""
4116,7,,,,,0
4116,8,,,,,0
4116,9,,,,,0
4116,10,,,,,0
4116,11,,,,,0
4116,12,,,,,0
4116,13,,,,,0
4116,14,,,,,0
4116,15,,,,,0
"4116,16,,,,,""2955098,099"""
4116,17,,,,,0
4116,18,,,,,0
4116,19,,,,,0
4116,20,,,,,0
4116,21,,,,,0
4116,22,,,,,0
4116,23,,,,,0
4117,1,0,0,0,0,0
"4117,2,""3,269"",""361,891"",""0,136"",0,""365,296"""
4117,3,0,0,0,0,0
4117,4,0,0,0,45,45
4117,5,0,0,0,0,0
"4117,6,,,,,""31,565"""
4117,7,,,,,
4117,1,0,0,0,0,
4117,2,0,0,0,529,529
4117,3,0,0,0,0,
4117,4,0,0,0,45,45
4117,5,0,0,0,0,
4117,6,,,,,89
4117,7,,,,,
"4118,1,""2,681"",""802,632"",""0,14"",0,""805,453"""
"4118,2,""12,256"",""1357,768"",""0,512"",0,""1370,536"""
4118,3,0,0,0,0,0
4118,4,0,0,0,0,0
4118,5,0,0,0,0,0
"4118,6,,,,,""334,839"""
4118,7,,,,,
"4118,1,0,0,0,""810,938"",""810,938"""
"4118,2,0,0,0,""1735,9"",""1735,9"""
4118,3,0,0,0,0,
4118,4,0,0,0,0,0
4118,5,0,0,0,0,
"4118,6,,,,,""610,806"""
4118,7,,,,,
4124,1,2653,740917,47,0,743617
4124,2,0,0,0,0,0
4124,3,97077,31485,91,0,128653
4124,4,0,0,0,0,0
4124,5,0,0,0,0,0
4124,6,,,,,20417
4124,7,,,,,44341
4124,8,,,,,0
4124,9,,,,,0
4124,10,,,,,0
4124,11,,,,,0
4124,12,,,,,0
4124,13,,,,,0
4124,14,,,,,0
4124,15,,,,,0
4124,16,,,,,0
4124,17,,,,,0
4124,18,,,,,0
4124,19,,,,,0
4124,20,,,,,0
4124,21,,,,,0
4124,22,,,,,0
4124,23,,,,,0
4124,1,4265,958120,0,0,962385
4124,2,0,0,0,0,0
4124,3,184651,36301,208,6193,227353
4124,4,0,0,0,0,0
4124,5,0,0,0,0,0
4124,6,,,,,17219
4124,7,,,,,53345
4124,8,,,,,0
4124,9,,,,,0
4124,10,,,,,0
4124,11,,,,,0
4124,12,,,,,0
4124,13,,,,,0
4124,14,,,,,0
4124,15,,,,,0
4124,16,,,,,0
4124,17,,,,,0
4124,18,,,,,0
4124,19,,,,,0
4124,20,,,,,0
4124,21,,,,,0
4124,22,,,,,0
4124,23,,,,,0
4125,1,0,947005,0,0,947005
4125,2,0,0,0,0,0
4125,3,5369,0,535,90,5994
4125,4,0,0,0,0,0
4125,5,0,9919,0,0,9919
4125,6,,,,,3377
4125,7,,,,,0
4125,1,0,1065164,0,0,1065164
4125,2,0,0,0,0,
4125,3,2472,0,1041,0,3513
4125,4,0,0,0,0,
4125,5,0,0,0,0,
4125,6,,,,,
4125,7,,,,,
4128,1,1,244,0,0,245
4128,2,35,3822,2,0,3859
4128,3,0,0,0,0,0
4128,4,0,0,0,0,0
4128,5,0,0,0,0,0
4128,6,,,,,110
4128,7,,,,,147
"4131,1,0,""409,603"",0,0,""409,603"""
"4131,2,0,""38,388"",0,0,""38,388"""
4131,3,0,0,0,0,0
4131,4,0,0,0,0,0
4131,5,0,0,0,0,0
"4131,6,,,,,""123,94"""
4131,7,,,,,
"4131,8,,,,,""78,24864701"""
"4131,9,,,,,""270,723941"""
"4131,10,,,,,""837,2125"""
"4131,11,,,,,""5,398579"""
"4131,13,,,,,""36,5405312"""
"4131,22,,,,,""780,378732"""
"4131,23,,,,,""475,2"""
"4131,1,0,""388,116"",0,0,""388,116"""
"4131,2,0,""55,159"",0,0,""55,159"""
4131,3,0,0,0,0,
"4131,4,0,""6,162"",0,0,""6,162"""
4131,5,0,0,0,0,
"4131,6,,,,,""141,812"""
4131,7,,,,,
"4131,8,,,,,""62,93"""
"4131,9,,,,,""369,3"""
"4131,10,,,,,""1284,135"""
"4131,11,,,,,""4,646"""
"4131,13,,,,,""53,013"""
"4131,22,,,,,""1064,75"""
"4131,23,,,,,""548,841"""
4132,1,0,0,0,0,0
"4132,2,0,""103,41"",0,0,""103,41"""
4132,3,0,0,0,0,0
"4132,4,0,""11,59"",0,0,""11,59"""
4132,5,0,0,0,0,0
"4132,6,,,,,""474,09"""
4132,7,,,,,
"4132,9,,,,,""250,46"""
"4132,10,,,,,""750,9"""
"4132,11,,,,,""17,83"""
"4132,13,,,,,""370,71"""
"4132,22,,,,,""894,1"""
"4132,23,,,,,""372,24"""
4133,1,5300,429600,600,0,435500
4133,2,0,800,0,0,800
4133,3,9200,131600,100,103400,244300
4133,4,0,4100,0,44800,48900
4133,5,0,0,0,0,0
4133,6,,,,,58200
4133,7,,,,,112700
4134,1,22,2151,130,0,2303
4134,2,20,1438,35,0,1493
4134,3,0,0,0,0,0
4134,4,0,0,0,16,16
4134,5,0,0,0,0,0
4134,6,,,,,2112
4134,7,,,,,3937
4134,1,24,2252,138,0,2414
4134,2,58,1787,43,0,1888
4134,3,0,0,0,0,
4134,4,0,0,0,148,148
4134,5,0,0,0,0,
4134,6,,,,,2293
4134,7,,,,,2984
4135,1,0,168,0,0,168
4135,2,0,1776,0,0,1776
4135,3,0,0,0,0,0
4135,4,0,0,0,0,0
4135,5,0,0,0,0,0
4135,6,,,,,101
4135,7,,,,,4
4135,8,,,,,868
4135,9,,,,,8
4135,10,,,,,724
4135,13,,,,,420
4135,1,0,196,0,0,196
4135,2,0,1894,0,0,1894
4135,3,0,0,0,0,
4135,4,0,0,0,0,0
4135,5,0,0,0,0,
4135,6,,,,,215
4135,7,,,,,1
4135,8,,,,,0
4135,9,,,,,8
4135,10,,,,,0
4135,13,,,,,0
"4136,1,""0,76"",""170,49"",""2,88"",0,""174,13"""
"4136,2,0,""14,17"",""0,01"",0,""14,18"""
4136,3,0,0,0,0,0
4136,4,0,0,0,0,0
4136,5,0,0,0,0,0
"4136,6,,,,,""127,4"""
4136,7,,,,,0
"4136,8,,,,,""76,1"""
"4136,9,,,,,""26,8"""
"4136,10,,,,,""62,2"""
"4136,11,,,,,""0,2"""
"4136,12,,,,,""2,9"""
4136,13,,,,,0
4136,14,,,,,0
4136,15,,,,,0
"4136,16,,,,,""0,3"""
"4136,17,,,,,""2,6"""
4136,22,,,,,0
4140,1,2,893,0,0,895
4140,2,0,25,0,0,25
4140,3,0,0,0,0,0
4140,4,0,0,0,32,32
4140,5,0,0,0,0,0
4140,6,,,,,1242
4140,7,,,,,
4140,8,,,,,251
4140,1,0,1134,0,0,1134
4140,2,0,18,0,0,18
4140,3,0,0,0,0,
4140,4,0,0,0,45,45
4140,5,0,0,0,0,
4140,6,,,,,137
4140,7,,,,,
"4141,1,""0,0000183"",""0,00224"",""0,0000152"",0,""0,0022735"""
"4141,2,""1,3583136"",""150,38472"",""0,056576187"",0,""151,7996098"""
4141,3,0,0,0,0,0
"4141,4,0,0,0,""1,57768"",""1,57768"""
4141,5,0,0,0,0,0
"4141,6,,,,,""589,130915"""
4141,7,,,,,0
"4141,8,,,,,""160,0645171"""
4141,9,,,,,0
4141,10,,,,,0
4141,11,,,,,0
4141,12,,,,,0
"4141,13,,,,,""198,9050348"""
"4141,14,,,,,""0,19506"""
4141,15,,,,,0
4141,16,,,,,0
4141,17,,,,,0
4141,18,,,,,0
4141,19,,,,,0
4141,20,,,,,0
4141,21,,,,,0
4141,22,,,,,0
4141,23,,,,,0
4142,1,0,1079,0,0,1079
4142,2,0,4748,0,0,4748
4142,3,0,0,0,0,0
4142,4,0,844,0,0,844
4142,5,0,0,0,0,0
4142,6,,,,,413
4142,7,,,,,
4143,1,0,0,0,0,0
4143,2,0,420,0,0,420
4143,3,0,0,0,0,0
4143,4,0,103,0,0,103
4143,5,0,0,0,0,0
4143,6,,,,,846
4143,7,,,,,0
4143,8,,,,,415
4143,9,,,,,5628
4143,10,,,,,5085
4143,11,,,,,45
4143,12,,,,,3199
4143,13,,,,,1165
4143,16,,,,,3068
4143,22,,,,,3288
4145,1,0,340,0,0,340
4145,2,0,294,0,0,294
4145,3,0,0,0,0,0
4145,4,0,0,0,0,0
4145,5,0,0,0,0,0
4145,6,,,,,299
4145,7,,,,,151
4145,8,,,,,323
4145,9,,,,,295
4145,10,,,,,109
4145,11,,,,,
4145,12,,,,,
4145,13,,,,,
4145,14,,,,,
4145,15,,,,,
4145,16,,,,,
4145,17,,,,,
4145,18,,,,,
4145,19,,,,,
4145,20,,,,,
4145,21,,,,,
4145,22,,,,,
4145,23,,,,,
4145,1,0,909,0,0,909
4145,2,0,405,0,0,405
4145,3,0,0,0,0,
4145,4,0,0,0,0,
4145,5,0,0,0,0,
4145,6,,,,,919
4145,7,,,,,20
4145,8,,,,,0
4145,9,,,,,124
4145,10,,,,,
4147,1,2480,230400,520,0,233400
4147,2,0,330,0,0,330
4147,3,0,18000,0,0,18000
4147,4,0,0,0,106170,106170
4147,5,0,0,0,0,0
4147,6,,,,,1910
4147,7,,,,,152640
"4156,1,0,""6,3"",0,0,""6,3"""
"4156,2,0,""1212,18"",0,0,""1212,18"""
4156,3,0,0,0,0,0
4156,4,0,0,0,0,0
4156,5,0,0,0,0,0
"4156,6,,,,,""48,8"""
4156,7,,,,,0
"4156,8,,,,,""4,5"""
4156,9,,,,,4224
4156,10,,,,,441
4156,11,,,,,1
4156,12,,,,,147
"4156,13,,,,,""566,22"""
4156,14,,,,,0
4156,15,,,,,0
4156,16,,,,,0
4156,17,,,,,0
4156,18,,,,,0
4156,19,,,,,0
4156,20,,,,,0
4156,21,,,,,0
4156,22,,,,,0
4156,23,,,,,0
4157,1,0,743,0,0,743
"4157,2,""0,41"",16409,""0,26"",0,""16409,67"""
4157,3,0,0,0,0,0
4157,4,0,0,0,0,0
4157,5,0,0,0,0,0
4157,6,,,,,232
4157,7,,,,,
"4159,1,""6768,4"",""31178,8"",""6292,6"",0,""44239,8"""
"4159,2,""4659,4"",""1946,7"",22,0,""6628,1"""
4159,3,0,0,22523,0,22523
"4159,4,0,0,""42161,2"",""21,9"",""42183,1"""
"4159,5,0,""13,8"",0,0,""13,8"""
"4159,6,,,,,""3461,4"""
4159,7,,,,,0
"4159,1,""20,7"",""45904,7"",""305,8"",0,""46231,2"""
"4159,2,""11,2"",""1388,8"",""0,6"",0,""1400,6"""
"4159,3,0,0,""40796,1"",0,""40796,1"""
"4159,4,0,0,44490,""6,1"",""44496,1"""
4159,5,0,0,0,0,
"4159,6,,,,,""4044,1"""
4159,7,,,,,0
4160,1,1,271,1,0,273
4160,2,2,250,0,0,252
4160,3,0,0,0,0,0
4160,4,0,0,0,0,0
4160,5,0,0,0,0,0
4160,6,,,,,108
4160,7,,,,,53
4160,8,,,,,161
4160,9,,,,,1518
4160,10,,,,,1469
4160,11,,,,,16
4160,12,,,,,4
4160,13,,,,,474
4160,16,,,,,905
4160,17,,,,,63
4160,22,,,,,691
4160,1,0,391,0,0,391
4160,2,0,261,0,0,261
4160,3,0,0,0,0,
4160,4,0,0,0,68,68
4160,5,0,0,0,0,
4160,6,,,,,93
4160,7,,,,,65
4160,8,,,,,190
4160,9,,,,,1198
4160,10,,,,,1793
4160,11,,,,,14
4160,12,,,,,7
4160,13,,,,,1200
4160,14,,,,,2
4160,16,,,,,1323
4160,17,,,,,54
4160,22,,,,,751
"4161,1,""2,76"",""261,18"",""16,32"",0,""280,26"""
"4161,2,0,""28,29"",""0,03"",0,""28,32"""
4161,3,0,0,0,0,0
4161,4,0,0,0,0,0
4161,5,0,0,0,0,0
"4161,6,,,,,""39,22"""
4161,7,,,,,0
"4161,8,,,,,""80,5"""
"4161,9,,,,,""449,2"""
"4161,10,,,,,""103,5"""
"4161,11,,,,,""10,8"""
4161,12,,,,,0
4161,13,,,,,0
4161,14,,,,,0
4161,15,,,,,0
4161,16,,,,,0
4161,17,,,,,0
4161,18,,,,,0
4161,19,,,,,0
4161,20,,,,,0
4161,21,,,,,0
"4161,22,,,,,""194,5"""
4161,23,,,,,0
"4163,1,""2,18"",""206,49"",""12,9"",0,""221,57"""
"4163,2,0,""26,36"",""0,02"",0,""26,38"""
4163,3,0,0,0,0,0
4163,4,0,0,0,0,0
4163,5,0,0,0,0,0
4163,6,,,,,15
4163,7,,,,,0
"4163,8,,,,,""58,9"""
"4163,11,,,,,""0,3"""
4163,12,,,,,0
"4163,13,,,,,""0,5"""
"4163,16,,,,,""60,3"""
4163,17,,,,,0
"4163,22,,,,,""256,3"""
4164,1,0,428,0,0,428
4164,2,0,51,0,0,51
4164,3,0,0,0,0,0
4164,4,0,41,0,0,41
4164,5,0,0,0,0,0
4164,6,,,,,346
4164,7,,,,,1
4164,8,,,,,267
4164,9,,,,,343
4164,10,,,,,21
4164,13,,,,,1055
4164,1,0,414,0,0,414
4164,2,0,59,0,0,59
4164,3,0,0,0,0,
4164,4,0,6,0,0,6
4164,5,0,0,0,0,
4164,6,,,,,562
4164,7,,,,,11
4164,8,,,,,309
4164,9,,,,,370
4164,10,,,,,21
4164,13,,,,,1185
"4166,1,0,""3,259"",0,0,""3,259"""
"4166,2,0,""188,9"",0,0,""188,9"""
4166,3,0,0,0,0,0
"4166,4,0,""13,276"",0,0,""13,276"""
